Snarl	P_value
['5103501_5103498', ['>5103501>5103499>5103498']]	">5103501>5103499>5103498   NaN
dtype: float64"
['5103501_5103498', ['>5103501>5103500>5103498']]	">5103501>5103500>5103498   NaN
dtype: float64"
['5103498_5103496', ['>5103498>5103496']]	">5103498>5103496   NaN
dtype: float64"
['5103498_5103496', ['>5103498>5103497>5103496']]	">5103498>5103497>5103496   NaN
dtype: float64"
['5103496_5103493', ['>5103496>5103493']]	">5103496>5103493   NaN
dtype: float64"
['5103496_5103493', ['>5103496>5103494>5103493']]	">5103496>5103494>5103493   NaN
dtype: float64"
['5103496_5103493', ['>5103496>5103495>5103493']]	">5103496>5103495>5103493   NaN
dtype: float64"
['5103493_5103490', ['>5103493>5103491>5103490']]	">5103493>5103491>5103490   NaN
dtype: float64"
['5103493_5103490', ['>5103493>5103492>5103490']]	">5103493>5103492>5103490   NaN
dtype: float64"
['5103490_5103487', ['>5103490>5103488>5103487']]	">5103490>5103488>5103487   NaN
dtype: float64"
['5103490_5103487', ['>5103490>5103489>5103487']]	">5103490>5103489>5103487   NaN
dtype: float64"
['5103487_5103484', ['>5103487>5103485>5103484']]	">5103487>5103485>5103484   NaN
dtype: float64"
['5103487_5103484', ['>5103487>5103486>5103484']]	">5103487>5103486>5103484   NaN
dtype: float64"
['5103484_5103479', ['>5103484>5103482>*>5103480>5103479']]	">5103484>5103482>*>5103480>5103479   NaN
dtype: float64"
['5103484_5103479', ['>5103484>5103483>5103479']]	">5103484>5103483>5103479   NaN
dtype: float64"
['5103482_5103480', ['>5103482>5103480']]	">5103482>5103480   NaN
dtype: float64"
['5103482_5103480', ['>5103482>5103481>5103480']]	">5103482>5103481>5103480   NaN
dtype: float64"
['5103478_5103476', ['>5103478>5103476']]	">5103478>5103476   NaN
dtype: float64"
['5103478_5103476', ['>5103478>5103477>5103476']]	">5103478>5103477>5103476   NaN
dtype: float64"
['5103476_5103473', ['>5103476>5103474>5103473']]	">5103476>5103474>5103473   NaN
dtype: float64"
['5103476_5103473', ['>5103476>5103475>5103473']]	">5103476>5103475>5103473   NaN
dtype: float64"
['5103473_5103470', ['>5103473>5103471>5103470']]	">5103473>5103471>5103470   NaN
dtype: float64"
['5103473_5103470', ['>5103473>5103472>5103470']]	">5103473>5103472>5103470   NaN
dtype: float64"
['5103470_5103467', ['>5103470>5103468>5103467']]	">5103470>5103468>5103467   NaN
dtype: float64"
['5103470_5103467', ['>5103470>5103469>5103467']]	">5103470>5103469>5103467   NaN
dtype: float64"
['5103467_5103464', ['>5103467>5103465>5103464']]	">5103467>5103465>5103464   NaN
dtype: float64"
['5103467_5103464', ['>5103467>5103466>5103464']]	">5103467>5103466>5103464   NaN
dtype: float64"
['5103464_5103461', ['>5103464>5103462>5103461']]	">5103464>5103462>5103461   NaN
dtype: float64"
['5103464_5103461', ['>5103464>5103463>5103461']]	">5103464>5103463>5103461   NaN
dtype: float64"
['5103461_5103458', ['>5103461>5103459>5103458']]	">5103461>5103459>5103458   NaN
dtype: float64"
['5103461_5103458', ['>5103461>5103460>5103458']]	">5103461>5103460>5103458   NaN
dtype: float64"
['5103458_5103455', ['>5103458>5103456>5103455']]	">5103458>5103456>5103455   NaN
dtype: float64"
['5103458_5103455', ['>5103458>5103457>5103455']]	">5103458>5103457>5103455   NaN
dtype: float64"
['5103455_5103452', ['>5103455>5103453>5103452']]	">5103455>5103453>5103452   NaN
dtype: float64"
['5103455_5103452', ['>5103455>5103454>5103452']]	">5103455>5103454>5103452   NaN
dtype: float64"
['5103452_5103443', ['>5103452>5103443']]	">5103452>5103443   NaN
dtype: float64"
['5103452_5103443', ['>5103452>5103450<5103444>*<5103449>5103443']]	">5103452>5103450<5103444>*<5103449>5103443   NaN
dtype: float64"
['5103452_5103443', ['>5103452>5103451<5103444>*<5103449>5103443']]	">5103452>5103451<5103444>*<5103449>5103443   NaN
dtype: float64"
['5103444_5103446', ['>5103446>5103444']]	">5103446>5103444   NaN
dtype: float64"
['5103444_5103446', ['>5103446>5103445>5103444']]	">5103446>5103445>5103444   NaN
dtype: float64"
['5103446_5103449', ['>5103449>5103447>5103446']]	">5103449>5103447>5103446   NaN
dtype: float64"
['5103446_5103449', ['>5103449>5103448>5103446']]	">5103449>5103448>5103446   NaN
dtype: float64"
['5103443_5103440', ['>5103443>5103441>5103440']]	">5103443>5103441>5103440   NaN
dtype: float64"
['5103443_5103440', ['>5103443>5103442>5103440']]	">5103443>5103442>5103440   NaN
dtype: float64"
['5103440_5103430', ['>5103440>5103430']]	">5103440>5103430   NaN
dtype: float64"
['5103440_5103430', ['>5103440>5103439>*>5103431>5103430']]	">5103440>5103439>*>5103431>5103430   NaN
dtype: float64"
['5103439_5103437', ['>5103439>5103437']]	">5103439>5103437   NaN
dtype: float64"
['5103439_5103437', ['>5103439>5103438>5103437']]	">5103439>5103438>5103437   NaN
dtype: float64"
['5103437_5103435', ['>5103437>5103435']]	">5103437>5103435   NaN
dtype: float64"
['5103437_5103435', ['>5103437>5103436>5103435']]	">5103437>5103436>5103435   NaN
dtype: float64"
['5103435_5103433', ['>5103435>5103433']]	">5103435>5103433   NaN
dtype: float64"
['5103435_5103433', ['>5103435>5103434>5103433']]	">5103435>5103434>5103433   NaN
dtype: float64"
['5103433_5103431', ['>5103433>5103431']]	">5103433>5103431   NaN
dtype: float64"
['5103433_5103431', ['>5103433>5103432>5103431']]	">5103433>5103432>5103431   NaN
dtype: float64"
['5103430_5103428', ['>5103430>5103428']]	">5103430>5103428   NaN
dtype: float64"
['5103430_5103428', ['>5103430>5103429>5103428']]	">5103430>5103429>5103428   NaN
dtype: float64"
['5103428_5103425', ['>5103428>5103426>5103425']]	">5103428>5103426>5103425   NaN
dtype: float64"
['5103428_5103425', ['>5103428>5103427>5103425']]	">5103428>5103427>5103425   NaN
dtype: float64"
['5103425_5103422', ['>5103425>5103423>5103422']]	">5103425>5103423>5103422   NaN
dtype: float64"
['5103425_5103422', ['>5103425>5103424>5103422']]	">5103425>5103424>5103422   NaN
dtype: float64"
['5103422_5103419', ['>5103422>5103419']]	">5103422>5103419   NaN
dtype: float64"
['5103422_5103419', ['>5103422>5103421>5103419']]	">5103422>5103421>5103419   NaN
dtype: float64"
['5103422_5103419', ['>5103422>5103421>5103420>5103419']]	">5103422>5103421>5103420>5103419   NaN
dtype: float64"
['5103419_5103416', ['>5103419>5103417>5103416']]	">5103419>5103417>5103416   NaN
dtype: float64"
['5103419_5103416', ['>5103419>5103418>5103416']]	">5103419>5103418>5103416   NaN
dtype: float64"
['5103416_5103413', ['>5103416>5103414>5103413']]	">5103416>5103414>5103413   NaN
dtype: float64"
['5103416_5103413', ['>5103416>5103415>5103413']]	">5103416>5103415>5103413   NaN
dtype: float64"
['5103413_5103411', ['>5103413>5103411']]	">5103413>5103411   NaN
dtype: float64"
['5103413_5103411', ['>5103413>5103412>5103411']]	">5103413>5103412>5103411   NaN
dtype: float64"
['5103411_5103408', ['>5103411>5103409>5103408']]	">5103411>5103409>5103408   NaN
dtype: float64"
['5103411_5103408', ['>5103411>5103410>5103408']]	">5103411>5103410>5103408   NaN
dtype: float64"
['5103408_5103405', ['>5103408>5103406>5103405']]	">5103408>5103406>5103405   NaN
dtype: float64"
['5103408_5103405', ['>5103408>5103407>5103405']]	">5103408>5103407>5103405   NaN
dtype: float64"
['5103405_5103402', ['>5103405>5103403>5103402']]	">5103405>5103403>5103402   NaN
dtype: float64"
['5103405_5103402', ['>5103405>5103404>5103402']]	">5103405>5103404>5103402   NaN
dtype: float64"
['5103402_5103399', ['>5103402>5103400>5103399']]	">5103402>5103400>5103399   NaN
dtype: float64"
['5103402_5103399', ['>5103402>5103401>5103399']]	">5103402>5103401>5103399   NaN
dtype: float64"
['5103399_5103396', ['>5103399>5103397>5103396']]	">5103399>5103397>5103396   NaN
dtype: float64"
['5103399_5103396', ['>5103399>5103398>5103396']]	">5103399>5103398>5103396   NaN
dtype: float64"
['5103396_5103393', ['>5103396>5103394>5103393']]	">5103396>5103394>5103393   NaN
dtype: float64"
['5103396_5103393', ['>5103396>5103395>5103393']]	">5103396>5103395>5103393   NaN
dtype: float64"
['5103393_5103390', ['>5103393>5103391>5103390']]	">5103393>5103391>5103390   NaN
dtype: float64"
['5103393_5103390', ['>5103393>5103392>5103390']]	">5103393>5103392>5103390   NaN
dtype: float64"
['5103390_5103336', ['>5103390>5103336']]	">5103390>5103336   NaN
dtype: float64"
['5103390_5103336', ['>5103390>5103389>*>5103337>5103336']]	">5103390>5103389>*>5103337>5103336   NaN
dtype: float64"
['5103389_5103376', ['>5103389>5103381>5103376']]	">5103389>5103381>5103376   NaN
dtype: float64"
['5103389_5103376', ['>5103389>5103388>*>5103377>5103376']]	">5103389>5103388>*>5103377>5103376   NaN
dtype: float64"
['5103388_5103385', ['>5103388>5103386>5103385']]	">5103388>5103386>5103385   NaN
dtype: float64"
['5103388_5103385', ['>5103388>5103387>5103385']]	">5103388>5103387>5103385   NaN
dtype: float64"
['5103385_5103383', ['>5103385>5103383']]	">5103385>5103383   NaN
dtype: float64"
['5103385_5103383', ['>5103385>5103384>5103383']]	">5103385>5103384>5103383   NaN
dtype: float64"
['5103383_5103379', ['>5103383>5103380>5103379']]	">5103383>5103380>5103379   NaN
dtype: float64"
['5103383_5103379', ['>5103383>5103382>5103379']]	">5103383>5103382>5103379   NaN
dtype: float64"
['5103379_5103377', ['>5103379>5103377']]	">5103379>5103377   NaN
dtype: float64"
['5103379_5103377', ['>5103379>5103378>5103377']]	">5103379>5103378>5103377   NaN
dtype: float64"
['5103376_5103373', ['>5103376>5103374>5103373']]	">5103376>5103374>5103373   NaN
dtype: float64"
['5103376_5103373', ['>5103376>5103375>5103373']]	">5103376>5103375>5103373   NaN
dtype: float64"
['5103373_5103370', ['>5103373>5103371>5103370']]	">5103373>5103371>5103370   NaN
dtype: float64"
['5103373_5103370', ['>5103373>5103372>5103370']]	">5103373>5103372>5103370   NaN
dtype: float64"
['5103370_5103367', ['>5103370>5103368>5103367']]	">5103370>5103368>5103367   NaN
dtype: float64"
['5103370_5103367', ['>5103370>5103369>5103367']]	">5103370>5103369>5103367   NaN
dtype: float64"
['5103367_5103365', ['>5103367>5103365']]	">5103367>5103365   NaN
dtype: float64"
['5103367_5103365', ['>5103367>5103366>5103365']]	">5103367>5103366>5103365   NaN
dtype: float64"
['5103365_5103362', ['>5103365>5103363>5103362']]	">5103365>5103363>5103362   NaN
dtype: float64"
['5103365_5103362', ['>5103365>5103364>5103362']]	">5103365>5103364>5103362   NaN
dtype: float64"
['5103362_5103360', ['>5103362>5103360']]	">5103362>5103360   NaN
dtype: float64"
['5103362_5103360', ['>5103362>5103361>5103360']]	">5103362>5103361>5103360   NaN
dtype: float64"
['5103360_5103357', ['>5103360>5103358>5103357']]	">5103360>5103358>5103357   NaN
dtype: float64"
['5103360_5103357', ['>5103360>5103359>5103357']]	">5103360>5103359>5103357   NaN
dtype: float64"
['5103357_5103354', ['>5103357>5103355>5103354']]	">5103357>5103355>5103354   NaN
dtype: float64"
['5103357_5103354', ['>5103357>5103356>5103354']]	">5103357>5103356>5103354   NaN
dtype: float64"
['5103354_5103351', ['>5103354>5103352>5103351']]	">5103354>5103352>5103351   NaN
dtype: float64"
['5103354_5103351', ['>5103354>5103353>5103351']]	">5103354>5103353>5103351   NaN
dtype: float64"
['5103351_5103348', ['>5103351>5103349>5103348']]	">5103351>5103349>5103348   NaN
dtype: float64"
['5103351_5103348', ['>5103351>5103350>5103348']]	">5103351>5103350>5103348   NaN
dtype: float64"
['5103348_5103343', ['>5103348>5103346>5103344>5103343']]	">5103348>5103346>5103344>5103343   NaN
dtype: float64"
['5103348_5103343', ['>5103348>5103346>5103345>5103343']]	">5103348>5103346>5103345>5103343   NaN
dtype: float64"
['5103348_5103343', ['>5103348>5103347>5103344>5103343']]	">5103348>5103347>5103344>5103343   NaN
dtype: float64"
['5103343_5103340', ['>5103343>5103341>5103340']]	">5103343>5103341>5103340   NaN
dtype: float64"
['5103343_5103340', ['>5103343>5103342>5103340']]	">5103343>5103342>5103340   NaN
dtype: float64"
['5103340_5103337', ['>5103340>5103338>5103337']]	">5103340>5103338>5103337   NaN
dtype: float64"
['5103340_5103337', ['>5103340>5103339>5103337']]	">5103340>5103339>5103337   NaN
dtype: float64"
['5103336_5103333', ['>5103336>5103334>5103333']]	">5103336>5103334>5103333   NaN
dtype: float64"
['5103336_5103333', ['>5103336>5103335>5103333']]	">5103336>5103335>5103333   NaN
dtype: float64"
['5103333_5103331', ['>5103333>5103331']]	">5103333>5103331   NaN
dtype: float64"
['5103333_5103331', ['>5103333>5103332>5103331']]	">5103333>5103332>5103331   NaN
dtype: float64"
['5103331_5103329', ['>5103331>5103329']]	">5103331>5103329   NaN
dtype: float64"
['5103331_5103329', ['>5103331>5103330>5103329']]	">5103331>5103330>5103329   NaN
dtype: float64"
['5103329_5103326', ['>5103329>5103327>5103326']]	">5103329>5103327>5103326   NaN
dtype: float64"
['5103329_5103326', ['>5103329>5103328>5103326']]	">5103329>5103328>5103326   NaN
dtype: float64"
['5103326_5103323', ['>5103326>5103324>5103323']]	">5103326>5103324>5103323   NaN
dtype: float64"
['5103326_5103323', ['>5103326>5103325>5103323']]	">5103326>5103325>5103323   NaN
dtype: float64"
['5103323_5103321', ['>5103323>5103321']]	">5103323>5103321   NaN
dtype: float64"
['5103323_5103321', ['>5103323>5103322>5103321']]	">5103323>5103322>5103321   NaN
dtype: float64"
['5103321_5103318', ['>5103321>5103319>5103318']]	">5103321>5103319>5103318   NaN
dtype: float64"
['5103321_5103318', ['>5103321>5103320>5103318']]	">5103321>5103320>5103318   NaN
dtype: float64"
['5103318_5103316', ['>5103318>5103316']]	">5103318>5103316   NaN
dtype: float64"
['5103318_5103316', ['>5103318>5103317>5103316']]	">5103318>5103317>5103316   NaN
dtype: float64"
['5103316_5103314', ['>5103316>5103314']]	">5103316>5103314   NaN
dtype: float64"
['5103316_5103314', ['>5103316>5103315>5103314']]	">5103316>5103315>5103314   NaN
dtype: float64"
['5103314_5103311', ['>5103314>5103312>5103311']]	">5103314>5103312>5103311   NaN
dtype: float64"
['5103314_5103311', ['>5103314>5103313>5103311']]	">5103314>5103313>5103311   NaN
dtype: float64"
['5103311_5103309', ['>5103311>5103309']]	">5103311>5103309   NaN
dtype: float64"
['5103311_5103309', ['>5103311>5103310>5103309']]	">5103311>5103310>5103309   NaN
dtype: float64"
['5103309_5103306', ['>5103309>5103307>5103306']]	">5103309>5103307>5103306   NaN
dtype: float64"
['5103309_5103306', ['>5103309>5103308>5103306']]	">5103309>5103308>5103306   NaN
dtype: float64"
['5103306_5103303', ['>5103306>5103304>5103303']]	">5103306>5103304>5103303   NaN
dtype: float64"
['5103306_5103303', ['>5103306>5103305>5103303']]	">5103306>5103305>5103303   NaN
dtype: float64"
['5103303_5103300', ['>5103303>5103301>5103300']]	">5103303>5103301>5103300   NaN
dtype: float64"
['5103303_5103300', ['>5103303>5103302>5103300']]	">5103303>5103302>5103300   NaN
dtype: float64"
['5103300_5103297', ['>5103300>5103298>5103297']]	">5103300>5103298>5103297   NaN
dtype: float64"
['5103300_5103297', ['>5103300>5103299>5103297']]	">5103300>5103299>5103297   NaN
dtype: float64"
['5103297_5103294', ['>5103297>5103295>5103294']]	">5103297>5103295>5103294   NaN
dtype: float64"
['5103297_5103294', ['>5103297>5103296>5103294']]	">5103297>5103296>5103294   NaN
dtype: float64"
['5103294_5103292', ['>5103294>5103292']]	">5103294>5103292   NaN
dtype: float64"
['5103294_5103292', ['>5103294>5103293>5103292']]	">5103294>5103293>5103292   NaN
dtype: float64"
['5103292_5103289', ['>5103292>5103290>5103289']]	">5103292>5103290>5103289   NaN
dtype: float64"
['5103292_5103289', ['>5103292>5103291>5103289']]	">5103292>5103291>5103289   NaN
dtype: float64"
['5103289_5103286', ['>5103289>5103287>5103286']]	">5103289>5103287>5103286   NaN
dtype: float64"
['5103289_5103286', ['>5103289>5103288>5103286']]	">5103289>5103288>5103286   NaN
dtype: float64"
['5103286_5103281', ['>5103286>5103283>5103282>5103281']]	">5103286>5103283>5103282>5103281   NaN
dtype: float64"
['5103286_5103281', ['>5103286>5103285>5103282>5103281']]	">5103286>5103285>5103282>5103281   NaN
dtype: float64"
['5103286_5103281', ['>5103286>5103285>5103284>5103281']]	">5103286>5103285>5103284>5103281   NaN
dtype: float64"
['5103281_5103278', ['>5103281>5103279>5103278']]	">5103281>5103279>5103278   NaN
dtype: float64"
['5103281_5103278', ['>5103281>5103280>5103278']]	">5103281>5103280>5103278   NaN
dtype: float64"
['5103278_5103275', ['>5103278>5103276>5103275']]	">5103278>5103276>5103275   NaN
dtype: float64"
['5103278_5103275', ['>5103278>5103277>5103275']]	">5103278>5103277>5103275   NaN
dtype: float64"
['5103275_5103272', ['>5103275>5103273>5103272']]	">5103275>5103273>5103272   NaN
dtype: float64"
['5103275_5103272', ['>5103275>5103274>5103272']]	">5103275>5103274>5103272   NaN
dtype: float64"
['5103272_5103270', ['>5103272>5103270']]	">5103272>5103270   NaN
dtype: float64"
['5103272_5103270', ['>5103272>5103271>5103270']]	">5103272>5103271>5103270   NaN
dtype: float64"
['5103270_5103265', ['>5103270>5103267>5103266>5103265']]	">5103270>5103267>5103266>5103265   NaN
dtype: float64"
['5103270_5103265', ['>5103270>5103269>5103266>5103265']]	">5103270>5103269>5103266>5103265   NaN
dtype: float64"
['5103270_5103265', ['>5103270>5103269>5103268>5103265']]	">5103270>5103269>5103268>5103265   NaN
dtype: float64"
['5103265_5103262', ['>5103265>5103263>5103262']]	">5103265>5103263>5103262   NaN
dtype: float64"
['5103265_5103262', ['>5103265>5103264>5103262']]	">5103265>5103264>5103262   NaN
dtype: float64"
['5103262_5103260', ['>5103262>5103260']]	">5103262>5103260   NaN
dtype: float64"
['5103262_5103260', ['>5103262>5103261>5103260']]	">5103262>5103261>5103260   NaN
dtype: float64"
['5103260_5103258', ['>5103260>5103258']]	">5103260>5103258   NaN
dtype: float64"
['5103260_5103258', ['>5103260>5103259>5103258']]	">5103260>5103259>5103258   NaN
dtype: float64"
['5103258_5103255', ['>5103258>5103256>5103255']]	">5103258>5103256>5103255   NaN
dtype: float64"
['5103258_5103255', ['>5103258>5103257>5103255']]	">5103258>5103257>5103255   NaN
dtype: float64"
['5103255_5103252', ['>5103255>5103253>5103252']]	">5103255>5103253>5103252   NaN
dtype: float64"
['5103255_5103252', ['>5103255>5103254>5103252']]	">5103255>5103254>5103252   NaN
dtype: float64"
['5103252_5103250', ['>5103252>5103250']]	">5103252>5103250   NaN
dtype: float64"
['5103252_5103250', ['>5103252>5103251>5103250']]	">5103252>5103251>5103250   NaN
dtype: float64"
['5103250_5103248', ['>5103250>5103248']]	">5103250>5103248   NaN
dtype: float64"
['5103250_5103248', ['>5103250>5103249>5103248']]	">5103250>5103249>5103248   NaN
dtype: float64"
